preprint_doi,document,category,version_count,published_doi,pmcid,pmcoa,journal,preprint_date,published_date,time_to_published,doc_distances
10.1101/035501,035501_v2.xml,genomics,2,10.1186/s13059-016-1077-y,PMC5080738,TRUE,Genome_Biol,12/29/15,10/25/16,301 days,1.272584565
10.1101/035519,035519_v4.xml,systems biology,11,10.1186/s12918-017-0488-z,PMC5716378,TRUE,BMC_Syst_Biol,12/28/15,12/4/17,707 days,2.441211543
10.1101/035667,035667_v1.xml,bioinformatics,1,10.1186/s13059-016-0953-9,PMC4858870,TRUE,Genome_Biol,12/30/15,5/6/16,128 days,0.72536951
10.1101/035675,035675_v4.xml,bioinformatics,4,10.7717/peerj.6035,PMC6292380,TRUE,PeerJ,12/30/15,12/10/18,1076 days,2.405941597
10.1101/035741,035741_v1.xml,genomics,1,10.1038/srep27859,PMC4906518,TRUE,Sci_Rep,12/30/15,6/14/16,167 days,1.173099421
10.1101/035790,035790_v1.xml,neuroscience,2,10.1093/cercor/bhw241,PMC5066830,TRUE,Cereb_Cortex,1/12/16,9/6/16,238 days,0.740915706
10.1101/035808,035808_v2.xml,genomics,2,10.1038/s41467-017-01188-x,PMC5715040,TRUE,Nat_Commun,1/1/16,10/19/17,657 days,1.408398055
10.1101/035857,035857_v1.xml,biochemistry,2,10.7717/peerj.2238,PMC4958012,TRUE,PeerJ,1/4/16,7/20/16,198 days,1.237929893
10.1101/035873,035873_v2.xml,bioinformatics,2,10.1093/sysbio/syw075,PMC5837535,TRUE,Syst_Biol,1/4/16,8/29/16,238 days,0.77809639
10.1101/035899,035899_v1.xml,genomics,1,10.1371/journal.pone.0147209,PMC4723046,TRUE,PLoS_One,1/4/16,1/26/16,22 days,0.953416078
10.1101/035923,035923_v2.xml,bioinformatics,3,10.1093/nar/gkx1060,PMC5753390,TRUE,Nucleic_Acids_Res,1/6/16,11/3/17,667 days,1.82515204
10.1101/035931,035931_v1.xml,neuroscience,1,10.1038/nn.4450,PMC5191958,TRUE,Nat_Neurosci,1/6/16,12/5/16,334 days,1.167420603
10.1101/035949,035949_v1.xml,genomics,1,10.1186/s13059-016-0930-3,PMC4832562,TRUE,Genome_Biol,1/5/16,4/15/16,101 days,0.855230001
10.1101/035956,035956_v1.xml,bioinformatics,2,10.1186/s13015-018-0135-2,PMC6286601,TRUE,Algorithms_Mol_Biol,1/6/16,12/8/18,1067 days,0.927978605
10.1101/035998,035998_v1.xml,genomics,2,10.1371/journal.pone.0167431,PMC5132259,TRUE,PLoS_One,1/6/16,12/1/16,330 days,0.818000414
10.1101/036004,036004_v4.xml,plant biology,4,10.7717/peerj.2452,PMC5028787,TRUE,PeerJ,1/6/16,9/13/16,251 days,0.637746003
10.1101/036012,036012_v1.xml,systems biology,1,10.1186/s12864-016-3198-9,PMC5097440,TRUE,BMC_Genomics,1/7/16,11/4/18,1032 days,1.505363585
10.1101/036020,036020_v1.xml,microbiology,1,10.1242/bio.017673,PMC5051641,TRUE,Biol_Open,1/5/16,8/4/16,212 days,1.766564815
10.1101/036038,036038_v1.xml,developmental biology,1,10.1534/genetics.116.186791,PMC4858776,TRUE,Genetics,1/6/16,3/14/16,68 days,1.194501684
10.1101/036046,036046_v1.xml,genetics,1,10.1534/g3.116.028316,PMC4856081,TRUE,G3_(Bethesda),1/6/16,3/4/16,58 days,1.505867108
10.1101/036095,036095_v1.xml,cell biology,1,10.1371/journal.pone.0158686,PMC4938514,TRUE,PLoS_One,1/6/16,7/8/16,184 days,1.038734024
10.1101/036129,036129_v2.xml,bioinformatics,2,10.1038/srep28517,PMC4916453,TRUE,Sci_Rep,1/7/16,6/22/16,167 days,0.86567107
10.1101/036137,036137_v2.xml,bioinformatics,2,10.1186/s13059-016-1089-7,PMC5111315,TRUE,Genome_Biol,1/7/16,11/15/16,313 days,0.927206906
10.1101/036152,036152_v3.xml,genomics,3,10.1186/s12864-016-3077-4,PMC5025555,TRUE,BMC_Genomics,1/7/16,9/15/16,252 days,0.932355965
10.1101/036178,036178_v1.xml,genetics,1,10.1371/journal.pgen.1005877,PMC4778914,TRUE,PLoS_Genet,1/7/16,3/4/16,57 days,0.857088603
10.1101/036186,036186_v1.xml,plant biology,1,10.3389/fpls.2016.00885,PMC4917533,TRUE,Front_Plant_Sci,1/7/16,6/23/16,168 days,2.263468378
10.1101/036244,036244_v1.xml,plant biology,1,10.1038/srep29042,PMC4926122,TRUE,Sci_Rep,1/8/16,6/29/16,173 days,1.408846094
10.1101/036251,036251_v1.xml,bioinformatics,2,10.1038/srep34516,PMC5054392,TRUE,Sci_Rep,1/10/16,10/7/16,271 days,1.384366278
10.1101/036269,036269_v1.xml,neuroscience,1,10.1038/s41598-017-07036-8,PMC5540976,TRUE,Sci_Rep,1/10/16,8/2/17,570 days,1.137724069
10.1101/036277,036277_v4.xml,neuroscience,4,10.1371/journal.pcbi.1006033,PMC5882111,TRUE,PLoS_Comput_Biol,1/10/16,4/3/18,814 days,1.170961833
10.1101/036285,036285_v1.xml,genomics,1,10.7717/peerj.1952,PMC4860301,TRUE,PeerJ,1/8/16,5/2/16,115 days,2.106681925
10.1101/036335,036335_v1.xml,biophysics,2,10.7554/elife.23156,PMC5268739,TRUE,eLife,1/10/16,12/30/16,355 days,1.696872079
10.1101/036368,036368_v1.xml,genetics,1,10.1534/g3.116.027060,PMC4856093,TRUE,G3_(Bethesda),1/15/16,3/18/16,63 days,1.17374844
10.1101/036400,036400_v1.xml,ecology,2,10.1371/journal.pone.0162098,PMC5015988,TRUE,PLoS_One,1/14/16,9/8/16,238 days,1.324943796
10.1101/036442,036442_v3.xml,animal behavior and cognition,3,10.7554/elife.23763,PMC5391211,TRUE,eLife,1/11/16,3/15/17,429 days,1.158917562
10.1101/036483,036483_v2.xml,genomics,3,10.1534/g3.117.300187,PMC5633379,TRUE,G3_(Bethesda),1/12/16,8/24/17,590 days,1.793797452
10.1101/036509,036509_v1.xml,microbiology,1,10.7554/elife.12994,PMC4798955,TRUE,eLife,1/12/16,1/21/16,9 days,0.906635175
10.1101/036533,036533_v1.xml,bioinformatics,1,10.1093/nar/gkw452,PMC5001598,TRUE,Nucleic_Acids_Res,1/12/16,5/20/16,129 days,1.014273094
10.1101/036558,036558_v3.xml,bioinformatics,3,10.1038/nmeth.4236,PMC5410170,TRUE,Nat_Methods,1/13/16,3/27/17,439 days,2.003180462
10.1101/036608,036608_v1.xml,neuroscience,1,10.1371/journal.pcbi.1004778,PMC4767417,TRUE,PLoS_Comput_Biol,1/13/16,2/25/16,43 days,1.175240177
10.1101/036798,036798_v1.xml,genomics,2,10.1038/srep25474,PMC4857123,TRUE,Sci_Rep,1/15/16,5/5/16,111 days,0.852123036
10.1101/036806,036806_v1.xml,evolutionary biology,1,10.1038/nature18959,PMC4988878,TRUE,Nature,1/15/16,8/1/16,199 days,1.430461375
10.1101/036822,036822_v2.xml,genetics,3,10.7554/elife.20532,PMC5207770,TRUE,eLife,1/15/16,1/3/17,354 days,1.549870511
10.1101/036830,036830_v1.xml,systems biology,2,10.1093/bioinformatics/btw245,PMC4908329,TRUE,Bioinformatics,1/15/16,6/15/16,152 days,1.017447262
10.1101/036863,036863_v2.xml,genomics,2,10.1186/s13059-016-0970-8,PMC4881296,TRUE,Genome_Biol,1/15/16,5/26/16,132 days,1.087490686
10.1101/036889,036889_v1.xml,genomics,2,10.1186/s12711-016-0207-z,PMC4818447,TRUE,Genet_Sel_Evol,1/15/16,3/31/16,76 days,0.90081251
10.1101/036947,036947_v1.xml,cancer biology,2,10.1186/s13073-016-0339-3,PMC4989457,TRUE,Genome_Med,1/15/16,8/17/16,215 days,1.032489409
10.1101/036970,036970_v1.xml,bioinformatics,1,10.1038/srep36812,PMC5120272,TRUE,Sci_Rep,1/15/16,11/23/16,313 days,1.441735512
10.1101/036988,036988_v1.xml,bioinformatics,1,10.1093/bioinformatics/bty100,PMC6041805,TRUE,Bioinformatics,1/16/16,2/27/18,773 days,1.276758035
10.1101/037077,037077_v1.xml,genetics,2,10.1534/g3.116.030874,PMC4978887,TRUE,G3_(Bethesda),1/18/16,5/25/16,128 days,1.267788074
10.1101/037085,037085_v1.xml,neuroscience,2,10.3389/fnins.2016.00106,PMC4805593,TRUE,Front_Neurosci,1/18/16,3/24/16,66 days,0.99275415
10.1101/037101,037101_v1.xml,bioinformatics,1,10.1093/bioinformatics/btw276,PMC4908360,TRUE,Bioinformatics,1/18/16,6/15/16,149 days,1.598162613
10.1101/037143,037143_v1.xml,neuroscience,2,10.7554/elife.13245,PMC4786419,TRUE,eLife,1/18/16,2/11/16,24 days,0.918811415
10.1101/037176,037176_v2.xml,neuroscience,2,10.1002/hbm.23208,PMC4949687,TRUE,Hum_Brain_Mapp,1/19/16,4/7/16,79 days,0.556402261
10.1101/037218,037218_v1.xml,cell biology,1,10.1371/journal.pgen.1005905,PMC4771172,TRUE,PLoS_Genet,1/19/16,2/29/16,41 days,0.845230774
10.1101/037259,037259_v1.xml,bioinformatics,1,10.1093/nar/gkw1321,PMC5389715,TRUE,Nucleic_Acids_Res,1/19/16,12/28/16,344 days,1.045036947
10.1101/037317,037317_v1.xml,genetics,1,10.1534/g3.116.028001,PMC4889672,TRUE,G3_(Bethesda),1/19/16,4/15/16,87 days,1.145560769
10.1101/037374,037374_v1.xml,neuroscience,3,10.7554/elife.20556,PMC5201421,TRUE,eLife,1/19/16,12/30/16,346 days,1.372433938
10.1101/037382,037382_v1.xml,genetics,1,10.1038/srep36076,PMC5080584,TRUE,Sci_Rep,1/22/16,10/26/16,278 days,1.751208088
10.1101/037390,037390_v1.xml,zoology,1,10.1242/bio.017319,PMC4920186,TRUE,Biol_Open,1/21/16,5/23/16,123 days,2.591913059
10.1101/037473,037473_v1.xml,bioinformatics,1,10.1093/bib/bbw035,PMC5429005,TRUE,Brief_Bioinform,1/22/16,5/11/16,110 days,1.04985147
10.1101/037515,037515_v1.xml,bioengineering,1,10.1038/ncomms13891,PMC5196229,TRUE,Nat_Commun,1/25/16,12/23/16,333 days,1.627216496
10.1101/037523,037523_v1.xml,genomics,1,10.12688/f1000research.8001.1,PMC4805159,TRUE,F1000Res,1/21/16,3/3/16,42 days,0.920496765
10.1101/037549,037549_v1.xml,neuroscience,2,10.1371/journal.pone.0175362,PMC5404793,TRUE,PLoS_One,1/22/16,4/25/17,459 days,1.127143948
10.1101/037598,037598_v1.xml,evolutionary biology,2,10.1038/s41598-018-30491-w,PMC6093896,TRUE,Sci_Rep,1/22/16,8/15/18,936 days,2.676223107
10.1101/037655,037655_v1.xml,genomics,1,10.1186/s12859-017-1592-1,PMC5359950,TRUE,BMC_Bioinformatics,1/22/16,3/20/17,423 days,1.951957693
10.1101/037671,037671_v1.xml,bioinformatics,2,10.1186/s12859-016-1140-4,PMC4928286,TRUE,BMC_Bioinformatics,1/22/16,6/29/16,159 days,1.611786938
10.1101/037689,037689_v2.xml,evolutionary biology,2,10.1186/s13062-016-0172-z,PMC5240389,TRUE,Biol_Direct,1/22/16,1/17/17,361 days,2.067128416
10.1101/037713,037713_v1.xml,genomics,4,10.1038/ng.3751,PMC5357574,TRUE,Nat_Genet,1/22/16,12/26/16,339 days,2.012693707
10.1101/037721,037721_v1.xml,neuroscience,3,10.7554/elife.14859,PMC4930330,TRUE,eLife,1/22/16,5/13/16,112 days,1.389232959
10.1101/037788,037788_v2.xml,neuroscience,2,10.1371/journal.pone.0159595,PMC4966911,TRUE,PLoS_One,1/25/16,7/29/16,186 days,0.679028925
10.1101/037820,037820_v1.xml,biophysics,3,10.1371/journal.pcbi.1005533,PMC5460904,TRUE,PLoS_Comput_Biol,1/25/16,5/22/17,483 days,1.154720633
10.1101/037838,037838_v1.xml,developmental biology,3,10.7554/elife.30107,PMC5681227,TRUE,eLife,1/25/16,10/26/17,640 days,1.258192333
10.1101/037911,037911_v1.xml,immunology,2,10.1093/database/baw138,PMC5091335,TRUE,Database_(Oxford),1/26/16,10/25/16,273 days,1.632557225
10.1101/037937,037937_v1.xml,neuroscience,2,10.1152/jn.00103.2016,PMC5002440,TRUE,J_Neurophysiol,1/26/16,6/15/16,141 days,0.841390237
10.1101/038000,038000_v1.xml,systems biology,3,10.1038/ncomms12428,PMC5056434,TRUE,Nat_Commun,1/27/16,9/30/16,247 days,1.035649037
10.1101/038018,038018_v1.xml,bioinformatics,1,10.1186/s12859-016-1426-6,PMC5333190,TRUE,BMC_Bioinformatics,1/27/16,1/27/17,366 days,1.712006184
10.1101/038042,038042_v1.xml,genomics,1,10.1186/s13742-016-0140-7,PMC4970289,TRUE,Gigascience,1/27/16,8/2/16,188 days,1.30729729
10.1101/038059,038059_v1.xml,cell biology,3,10.7554/elife.22323,PMC5413353,TRUE,eLife,2/1/16,3/13/17,406 days,1.396853665
10.1101/038067,038067_v1.xml,systems biology,2,10.1038/s41598-017-09335-6,PMC5566454,TRUE,Sci_Rep,1/28/16,8/21/17,571 days,3.057852134
10.1101/038083,038083_v1.xml,bioinformatics,2,10.5334/cstp.56,PMC6226017,TRUE,Citiz_Sci,1/27/16,12/31/16,339 days,0.781652316
10.1101/038091,038091_v1.xml,microbiology,1,10.1371/journal.ppat.1005535,PMC4847932,TRUE,PLoS_Pathog,1/28/16,4/27/16,90 days,0.774452229
10.1101/038216,038216_v2.xml,bioinformatics,2,10.1093/biostatistics/kxw041,PMC5379932,TRUE,Biostatistics,1/29/16,10/17/16,262 days,2.473965951
10.1101/038224,038224_v1.xml,genomics,1,10.1186/s13059-016-1118-6,PMC5203714,TRUE,Genome_Biol,1/29/16,12/30/16,336 days,1.213092844
10.1101/038257,038257_v1.xml,plant biology,3,10.1371/journal.pone.0161791,PMC5001698,TRUE,PLoS_One,1/29/16,8/26/16,210 days,1.247749787
10.1101/038281,038281_v2.xml,biophysics,2,10.7554/elife.14864,PMC4914367,TRUE,eLife,1/30/16,5/18/16,109 days,1.766848174
10.1101/038299,038299_v2.xml,evolutionary biology,2,10.1111/mec.14377,PMC6849617,TRUE,Mol_Ecol,1/31/16,11/29/17,668 days,1.873160633
10.1101/038356,038356_v3.xml,bioinformatics,3,10.1002/pmic.201600167,PMC5096246,TRUE,Proteomics,1/31/16,7/20/16,171 days,12.25699853
10.1101/038364,038364_v2.xml,evolutionary biology,3,10.1093/ve/vew026,PMC5049878,TRUE,Virus_Evol,2/1/16,10/3/16,245 days,1.10125007
10.1101/038372,038372_v2.xml,evolutionary biology,2,10.7554/elife.09492,PMC4862756,TRUE,eLife,2/1/16,5/10/16,99 days,0.924769186
10.1101/038406,038406_v2.xml,genomics,2,10.7554/elife.15266,PMC4915815,TRUE,eLife,2/1/16,6/21/16,141 days,0.877324123
10.1101/038430,038430_v1.xml,genomics,1,10.18632/aging.100930,PMC4833145,TRUE,Aging_(Albany_NY),2/1/16,3/23/16,51 days,0.676047949
10.1101/038463,038463_v2.xml,genomics,3,10.1038/ncomms12797,PMC5028413,TRUE,Nat_Commun,2/2/16,9/16/16,227 days,0.943091205
10.1101/038505,038505_v1.xml,evolutionary biology,2,10.1371/journal.pcbi.1005059,PMC4981334,TRUE,PLoS_Comput_Biol,2/2/16,8/11/16,191 days,1.227010755
10.1101/038554,038554_v1.xml,bioinformatics,1,10.1038/srep23257,PMC4796876,TRUE,Sci_Rep,2/2/16,3/18/16,45 days,1.762102048
10.1101/038562,038562_v1.xml,molecular biology,1,10.1371/journal.pone.0158221,PMC4924829,TRUE,PLoS_One,2/2/16,6/28/16,147 days,1.065702012
10.1101/038570,038570_v1.xml,bioinformatics,1,10.1007/s00204-016-1824-6,PMC5364265,TRUE,Arch_Toxicol,2/4/16,9/3/16,212 days,0.868157847
10.1101/038588,038588_v2.xml,ecology,4,10.1371/journal.pntd.0004726,PMC4871342,TRUE,PLoS_Negl_Trop_Dis,2/7/16,5/17/16,100 days,1.668129425
10.1101/038604,038604_v1.xml,evolutionary biology,3,10.1371/journal.pbio.1002592,PMC5268405,TRUE,PLoS_Biol,2/2/16,1/26/17,359 days,1.333624084
10.1101/038620,038620_v1.xml,genetics,1,10.1038/ncomms10889,PMC4786869,TRUE,Nat_Commun,2/2/16,3/9/16,36 days,0.806633569
10.1101/038646,038646_v1.xml,microbiology,1,10.1128/mbio.00201-16,PMC4895100,TRUE,mBio,2/2/16,5/17/16,105 days,0.71188724
10.1101/038760,038760_v1.xml,genomics,1,10.1038/nmeth.3930,PMC5008457,TRUE,Nat_Methods,2/3/16,7/25/16,173 days,3.165853397
10.1101/038794,038794_v1.xml,bioinformatics,1,10.1186/s12864-016-3460-1,PMC5219701,TRUE,BMC_Genomics,2/3/16,1/6/17,338 days,1.192393815
10.1101/038828,038828_v3.xml,bioinformatics,3,10.1093/nar/gkw1086,PMC5389684,TRUE,Nucleic_Acids_Res,2/4/16,11/29/16,299 days,1.396625799
10.1101/038844,038844_v1.xml,genomics,1,10.1038/srep31519,PMC4985740,TRUE,Sci_Rep,2/4/16,8/16/16,194 days,2.694645738
10.1101/038851,038851_v2.xml,systems biology,2,10.1371/journal.pone.0164314,PMC5053530,TRUE,PLoS_One,2/7/16,10/6/16,242 days,1.230524955
10.1101/038869,038869_v1.xml,evolutionary biology,2,10.1186/s12866-016-0818-0,PMC5011829,TRUE,BMC_Microbiol,2/7/16,9/6/16,212 days,1.053902386
10.1101/038877,038877_v2.xml,microbiology,3,10.1093/ve/vex011,PMC5407056,TRUE,Virus_Evol,2/7/16,4/27/17,445 days,1.262508195
10.1101/038950,038950_v1.xml,systems biology,2,10.1186/s13073-017-0417-1,PMC5363043,TRUE,Genome_Med,2/6/16,3/23/17,411 days,0.991145993
10.1101/038968,038968_v1.xml,developmental biology,2,10.1038/srep40444,PMC5223128,TRUE,Sci_Rep,2/12/16,1/10/17,333 days,1.102407529
10.1101/038984,038984_v1.xml,systems biology,1,10.1098/rsob.160239,PMC5303271,TRUE,Open_Biol,2/6/16,1/18/17,347 days,1.878456102
10.1101/038992,038992_v1.xml,bioinformatics,2,10.1186/s12859-016-1286-0,PMC5070100,TRUE,BMC_Bioinformatics,2/6/16,10/19/16,256 days,1.016667842
10.1101/039008,039008_v1.xml,scientific communication,1,10.5210/disco.v7i0.6654,PMC4845330,TRUE,J_Biomed_Discov_Collab,2/6/16,4/6/16,60 days,0.561902861
10.1101/039123,039123_v1.xml,microbiology,1,10.1128/mbio.00347-16,PMC4850260,TRUE,mBio,2/9/16,4/26/16,77 days,1.2440552
10.1101/039131,039131_v1.xml,genomics,2,10.1186/s13059-016-1024-y,PMC4968449,TRUE,Genome_Biol,2/9/16,8/1/16,174 days,0.932377469
10.1101/039164,039164_v1.xml,genetics,2,10.1093/gbe/evw262,PMC5381510,TRUE,Genome_Biol_Evol,2/9/16,11/9/16,274 days,1.20996532
10.1101/039198,039198_v3.xml,biophysics,5,10.1371/journal.pone.0160716,PMC4988647,TRUE,PLoS_One,2/9/16,8/17/16,190 days,1.077727204
10.1101/039214,039214_v1.xml,genetics,2,10.3389/fgene.2016.00210,PMC5126051,TRUE,Front_Genet,2/9/16,11/29/16,294 days,1.71061924
10.1101/039222,039222_v1.xml,genomics,1,10.1212/nxi.0000000000000251,PMC4907805,TRUE,Neurol_Neuroimmunol_Neuroinflamm,2/9/16,6/13/16,125 days,0.718370686
10.1101/039255,039255_v1.xml,microbiology,1,10.1186/s12977-016-0267-8,PMC4855707,TRUE,Retrovirology,2/9/16,5/3/16,84 days,1.792739535
10.1101/039263,039263_v1.xml,bioinformatics,1,10.1186/s13059-016-1116-8,PMC5159968,TRUE,Genome_Biol,2/10/16,12/16/16,310 days,1.073829146
10.1101/039297,039297_v1.xml,immunology,1,10.1371/journal.pcbi.1005572,PMC5500008,TRUE,PLoS_Comput_Biol,2/9/16,7/6/17,513 days,4.667277321
10.1101/039347,039347_v1.xml,genomics,1,10.1186/s12859-016-1082-x,PMC4877806,TRUE,BMC_Bioinformatics,2/10/16,5/23/16,103 days,0.84649207
10.1101/039370,039370_v1.xml,animal behavior and cognition,1,10.1098/rsif.2016.0296,PMC4938092,TRUE,J_R_Soc_Interface,2/10/16,6/28/16,139 days,0.737583617
10.1101/039479,039479_v1.xml,microbiology,3,10.1128/msphere.00132-16,PMC5064450,TRUE,mSphere,2/12/16,10/5/16,236 days,0.996182747
10.1101/039503,039503_v2.xml,ecology,2,10.1002/ece3.2689,PMC5306054,TRUE,Ecol_Evol,2/12/16,1/22/17,345 days,1.57444237
10.1101/039511,039511_v1.xml,genomics,3,10.7554/elife.20777,PMC5167521,TRUE,eLife,2/11/16,12/2/16,295 days,1.44695389
10.1101/039529,039529_v2.xml,genetics,2,10.1038/ncomms12817,PMC5025529,TRUE,Nat_Commun,2/12/16,9/8/16,209 days,1.972776984
10.1101/039560,039560_v4.xml,evolutionary biology,4,10.1093/ve/vew028,PMC5822883,TRUE,Virus_Evol,2/21/16,10/3/16,225 days,1.740758267
10.1101/039578,039578_v3.xml,immunology,3,10.1371/journal.pone.0156293,PMC4883784,TRUE,PLoS_One,3/24/16,5/27/16,64 days,0.651229365
10.1101/039636,039636_v1.xml,systems biology,1,10.1016/j.cels.2016.11.013,PMC5279869,TRUE,Cell_Syst,2/15/16,1/25/17,345 days,2.215207928
10.1101/039644,039644_v1.xml,cell biology,1,10.1371/journal.pone.0157894,PMC4915699,TRUE,PLoS_One,2/12/16,6/21/16,130 days,1.132704778
10.1101/039669,039669_v1.xml,microbiology,1,10.1371/journal.pone.0154632,PMC4871530,TRUE,PLoS_One,2/14/16,5/18/16,94 days,0.67182621
10.1101/039735,039735_v1.xml,biochemistry,1,10.1038/srep24826,PMC4843008,TRUE,Sci_Rep,2/15/16,4/25/16,70 days,1.56281466
10.1101/039743,039743_v1.xml,evolutionary biology,1,10.1007/s00427-016-0550-7,PMC4896993,TRUE,Dev_Genes_Evol,2/15/16,5/23/16,98 days,1.042897948
10.1101/039750,039750_v2.xml,animal behavior and cognition,2,10.1080/19336934.2016.1207029,PMC5354229,TRUE,Fly_(Austin),2/15/16,6/30/16,136 days,1.186263686
10.1101/039792,039792_v2.xml,microbiology,2,10.3389/fmicb.2016.00918,PMC4916218,TRUE,Front_Microbiol,2/17/16,5/27/16,100 days,1.830056198
10.1101/039826,039826_v3.xml,microbiology,4,10.1128/msystems.00032-16,PMC5069956,TRUE,mSystems,2/17/16,7/19/16,153 days,1.097402116
10.1101/039859,039859_v2.xml,genetics,3,10.1016/j.celrep.2017.09.046,PMC5656752,TRUE,Cell_Rep,7/27/16,10/17/17,447 days,0.991431876
10.1101/039909,039909_v1.xml,bioinformatics,1,10.1128/msystems.00020-16,PMC5069763,TRUE,mSystems,2/17/16,6/7/16,111 days,1.440395793
10.1101/039933,039933_v2.xml,genetics,3,10.3389/fnagi.2016.00183,PMC4971101,TRUE,Front_Aging_Neurosci,2/17/16,8/3/16,168 days,1.763563894
10.1101/040014,040014_v1.xml,scientific communication,1,10.1038/npjmgrav.2016.25,PMC5515526,TRUE,NPJ_Microgravity,2/19/16,7/14/16,146 days,1.36198147
10.1101/040048,040048_v1.xml,cell biology,1,10.1038/srep33411,PMC5030667,TRUE,Sci_Rep,2/19/16,9/21/16,215 days,3.247596388
10.1101/040097,040097_v1.xml,ecology,1,10.1038/ismej.2016.139,PMC5322292,TRUE,ISME_J,2/18/16,12/9/16,295 days,1.208161863
10.1101/040113,040113_v1.xml,genetics,1,10.1371/journal.pgen.1006213,PMC4968810,TRUE,PLoS_Genet,2/18/16,8/1/16,165 days,0.724815824
10.1101/040139,040139_v1.xml,microbiology,1,10.1371/journal.pntd.0004931,PMC4991799,TRUE,PLoS_Negl_Trop_Dis,2/18/16,8/19/16,183 days,1.920607322
10.1101/040170,040170_v1.xml,bioinformatics,1,10.1186/s12859-016-1323-z,PMC5123296,TRUE,BMC_Bioinformatics,2/19/16,11/25/16,280 days,8.151604387
10.1101/040212,040212_v1.xml,cell biology,1,10.1038/ncomms12463,PMC4992056,TRUE,Nat_Commun,2/18/16,8/17/16,181 days,1.435053916
10.1101/040238,040238_v1.xml,biochemistry,1,10.7554/elife.19276,PMC5047747,TRUE,eLife,2/19/16,8/25/16,188 days,0.946998267
10.1101/040295,040295_v1.xml,genomics,1,10.1038/ncomms11693,PMC4895049,TRUE,Nat_Commun,2/22/16,5/31/16,99 days,1.049907813
10.1101/040337,040337_v1.xml,cell biology,1,10.1091/mbc.e15-08-0561,PMC4831881,TRUE,Mol_Biol_Cell,2/19/16,3/3/16,13 days,1.346001035
10.1101/040352,040352_v2.xml,bioinformatics,2,10.1093/gigascience/gix042,PMC5569921,TRUE,Gigascience,2/19/16,6/26/17,493 days,0.636736286
10.1101/040386,040386_v2.xml,ecology,2,10.1371/journal.pntd.0004968,PMC5001720,TRUE,PLoS_Negl_Trop_Dis,2/19/16,8/26/16,189 days,2.461943238
10.1101/040394,040394_v1.xml,genomics,1,10.1371/journal.pcbi.1004888,PMC4856318,TRUE,PLoS_Comput_Biol,2/21/16,5/4/16,73 days,0.900958366
10.1101/040410,040410_v3.xml,cell biology,3,10.1091/mbc.e16-02-0090,PMC4907727,TRUE,Mol_Biol_Cell,2/19/16,6/15/16,117 days,1.556545105
10.1101/040477,040477_v1.xml,bioinformatics,1,10.1093/nar/gkw1027,PMC5224473,TRUE,Nucleic_Acids_Res,2/21/16,11/28/16,281 days,0.819614306
10.1101/040543,040543_v1.xml,plant biology,1,10.1371/journal.pgen.1006332,PMC5038976,TRUE,PLoS_Genet,2/22/16,9/27/16,218 days,1.343037764
10.1101/040600,040600_v1.xml,evolutionary biology,1,10.1093/gbe/evw176,PMC5630943,TRUE,Genome_Biol_Evol,2/22/16,8/6/16,166 days,1.100133472
10.1101/040626,040626_v1.xml,evolutionary biology,2,10.1007/s00239-017-9781-0,PMC5371648,TRUE,J_Mol_Evol,2/22/16,2/23/17,367 days,1.375619423
10.1101/040634,040634_v2.xml,bioinformatics,2,10.1093/nar/gkw540,PMC5027496,TRUE,Nucleic_Acids_Res,2/22/16,6/13/16,112 days,0.716216924
10.1101/040642,040642_v1.xml,neuroscience,1,10.1038/nature21394,PMC5325673,TRUE,Nature,3/22/16,2/8/17,323 days,1.907159519
10.1101/040741,040741_v1.xml,biochemistry,1,10.1038/ncomms11568,PMC4869257,TRUE,Nat_Commun,2/23/16,5/13/16,80 days,2.284991672
10.1101/040899,040899_v1.xml,plant biology,2,10.1371/journal.pone.0161882,PMC5029887,TRUE,PLoS_One,2/23/16,9/20/16,210 days,0.991745263
10.1101/040923,040923_v1.xml,plant biology,3,10.1534/g3.116.030536,PMC5068939,TRUE,G3_(Bethesda),2/23/16,8/10/16,169 days,1.7380467
10.1101/040931,040931_v1.xml,systems biology,1,10.1371/journal.pcbi.1005156,PMC5065233,TRUE,PLoS_Comput_Biol,2/23/16,10/14/16,234 days,1.434956472
10.1101/040964,040964_v1.xml,systems biology,1,10.1038/srep42561,PMC5304172,TRUE,Sci_Rep,2/23/16,2/13/17,356 days,1.673272893
10.1101/040980,040980_v1.xml,evolutionary biology,1,10.1534/genetics.116.190496,PMC5012407,TRUE,Genetics,2/23/16,7/13/16,141 days,1.400116078
10.1101/040998,040998_v1.xml,plant biology,1,10.1093/gbe/evw094,PMC4898808,TRUE,Genome_Biol_Evol,2/23/16,4/27/16,64 days,0.912186726
10.1101/041020,041020_v3.xml,genomics,3,10.1371/journal.pone.0169249,PMC5215863,TRUE,PLoS_One,2/23/16,1/5/17,317 days,1.770023065
10.1101/041038,041038_v1.xml,genomics,1,10.1534/g3.117.300400,PMC5919722,TRUE,G3_(Bethesda),2/23/16,2/1/18,709 days,1.79014558
10.1101/041061,041061_v2.xml,neuroscience,2,10.1534/g3.116.028472,PMC4938655,TRUE,G3_(Bethesda),2/24/16,5/6/16,72 days,1.236094867
